TS0,33,15,10,2,2,2,2,0,0,0,0,0
TS1,0,0,0,12,0,0,0,12,0,0,0,0
TS2,0,0,0,0,0,0,0,0,4,4,0,0
TS3,0,7,9,0,0,0,0,0,0,0,16,0
TS4,0,0,0,0,0,0,0,8,0,0,0,0
TS5,0,0,0,0,3,0,3,0,2,6,0,14
