TS0,84,114,26,170,92,1,2,14,99,27,202,58,38,69,69,6,159,1,3,4,10,16,3,1,5,8,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS1,149,121,27,272,144,1,4,17,139,27,363,104,75,125,70,35,312,1,3,4,10,0,1,1,0,0,2,3,4,3,2,24,55,94,2,3,7,4,5,60,24,6,6,30,18,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS2,48,173,37,142,77,0,0,7,23,36,159,30,41,124,55,5,17,1,3,4,11,0,4,2,0,0,2,3,5,2,2,52,112,98,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,1,15,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS3,0,284,93,63,72,0,0,5,1,0,0,38,2,0,0,0,1,1,0,0,13,0,5,2,0,0,2,12,124,3,4,0,3,3,0,0,0,0,28,0,0,0,0,0,0,0,30,0,2,2,2,1,0,0,0,0,27,321,33,12,2,1,1,41,1,1,1,28,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS4,0,160,59,20,46,0,0,3,2,0,21,18,9,5,0,0,14,1,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,61,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS5,79,126,28,173,91,0,0,14,95,27,180,52,32,59,47,4,129,1,3,4,10,0,2,1,0,0,2,3,7,1,2,0,110,86,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS6,235,114,26,427,224,1,4,17,179,27,642,184,99,256,47,4,726,1,3,4,10,0,2,0,0,0,2,3,2,2,2,0,110,91,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS7,48,122,28,99,67,1,4,4,17,27,82,24,17,8,40,3,4,1,3,4,11,0,1,1,3,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS8,279,230,46,399,191,1,6,34,261,27,509,146,118,176,109,76,419,1,3,4,10,0,7,5,28,0,2,3,11,2,2,0,0,99,9,0,7,0,67,49,26,12,12,60,36,9,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,140,0,0,0,0,0,10,160,0,83,18,14,543,16,60,20,10,247,7,9,29,19,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS9,235,173,36,294,163,1,4,35,253,27,422,122,81,139,88,49,330,1,3,4,10,0,2,1,5,0,2,3,1,1,2,0,0,12,0,0,0,0,0,36,18,8,8,40,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,4,0,0,0,0,0,29,0,5,47,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS10,216,114,26,477,257,1,4,15,182,27,747,214,113,301,47,4,861,1,3,4,10,0,1,0,0,0,2,3,1,1,2,16,55,99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS11,79,196,48,146,88,0,0,14,93,27,167,48,31,56,47,4,129,1,3,4,10,0,1,0,2,0,2,3,2,1,2,24,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS12,170,154,33,238,125,1,2,27,194,27,319,92,81,44,79,83,123,1,3,4,10,0,1,0,0,0,2,3,2,1,2,0,0,42,0,0,0,0,121,117,48,15,15,75,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS13,53,90,22,67,65,0,0,3,13,27,69,20,18,9,40,3,6,1,3,4,10,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,32,0,0,0,0,71,0,3,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS14,89,114,26,169,113,0,0,13,98,27,237,68,46,81,53,18,195,1,3,4,10,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,10,2,2,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,8,15,2,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS15,93,90,22,175,107,1,2,13,100,27,258,74,48,92,51,14,231,1,3,4,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,10,2,2,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS16,119,116,26,193,102,1,4,23,154,27,215,62,41,75,47,4,177,1,3,4,10,0,3,2,12,0,2,3,4,1,2,0,110,99,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,28,33,38,4,64,0,0,0,0,119,0,3,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS17,48,116,26,120,66,1,4,6,16,27,89,26,19,11,58,13,6,1,3,4,6,0,3,2,1,0,2,3,6,1,0,0,0,0,2,0,0,0,0,0,0,2,2,7,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,36,0,0,0,6,0,0,0,0,0,0,42,15,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS18,210,132,29,244,139,1,2,34,243,27,368,106,96,95,89,108,177,1,3,4,10,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,156,64,20,20,100,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS19,78,115,26,132,67,0,0,5,32,27,117,34,27,25,40,3,51,1,3,4,12,0,2,1,12,0,2,3,3,1,4,0,110,99,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,25,26,32,4,64,0,0,0,0,119,0,3,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS20,244,121,27,446,226,1,4,18,184,27,649,186,100,257,47,4,726,1,3,4,10,0,3,1,0,0,2,3,4,2,2,0,165,134,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,17,32,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
