org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.domain.Account,34
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Account,13
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.CatalogService,1
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.service.AccountService,2
org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Item,3
org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.CartItem,2
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,6
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,17
org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.Item,2
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Order,84
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.LineItem,14
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Item,10
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Product,5
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Sequence,5
org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Account,9
org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Cart,2
org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.LineItem,1
org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.domain.Item,1
org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.service.CatalogService,6
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Item,1
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.Cart,6
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.domain.CartItem,1
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.service.CatalogService,2
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Item,29
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Category,4
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.domain.Product,30
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.domain.Order,5
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,2
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.domain.Account,2
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,4
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.service.OrderService,3
